binconcepts,level_1,length,groupby_keys,year,field,language,level_2
0.0,6.0,74,['binconcepts'],,,,
0.0,7.0,15,['binconcepts'],,,,
0.0,10.0,16,['binconcepts'],,,,
0.0,11.0,105,['binconcepts'],,,,
0.0,12.0,106,['binconcepts'],,,,
0.0,14.0,127,['binconcepts'],,,,
0.0,15.0,32,['binconcepts'],,,,
0.0,16.0,48,['binconcepts'],,,,
0.0,17.0,14,['binconcepts'],,,,
0.0,18.0,70,['binconcepts'],,,,
0.0,23.0,24,['binconcepts'],,,,
0.0,24.0,32,['binconcepts'],,,,
0.0,25.0,14,['binconcepts'],,,,
0.0,27.0,107,['binconcepts'],,,,
0.0,28.0,65,['binconcepts'],,,,
0.0,32.0,21,['binconcepts'],,,,
0.0,33.0,132,['binconcepts'],,,,
0.0,34.0,145,['binconcepts'],,,,
0.0,35.0,53,['binconcepts'],,,,
0.0,36.0,160,['binconcepts'],,,,
0.0,37.0,126,['binconcepts'],,,,
0.0,38.0,151,['binconcepts'],,,,
0.0,39.0,111,['binconcepts'],,,,
0.0,43.0,18,['binconcepts'],,,,
0.0,44.0,14,['binconcepts'],,,,
0.0,45.0,30,['binconcepts'],,,,
0.0,47.0,217,['binconcepts'],,,,
0.0,48.0,181,['binconcepts'],,,,
0.0,50.0,18,['binconcepts'],,,,
0.0,51.0,13,['binconcepts'],,,,
0.0,53.0,106,['binconcepts'],,,,
0.0,54.0,26,['binconcepts'],,,,
0.0,55.0,107,['binconcepts'],,,,
0.0,56.0,34,['binconcepts'],,,,
0.0,58.0,36,['binconcepts'],,,,
0.0,59.0,22,['binconcepts'],,,,
0.0,63.0,22,['binconcepts'],,,,
0.0,64.0,96,['binconcepts'],,,,
0.0,69.0,67,['binconcepts'],,,,
0.0,70.0,29,['binconcepts'],,,,
0.0,72.0,82,['binconcepts'],,,,
0.0,73.0,22,['binconcepts'],,,,
0.0,74.0,59,['binconcepts'],,,,
0.0,75.0,20,['binconcepts'],,,,
0.0,76.0,79,['binconcepts'],,,,
0.0,78.0,29,['binconcepts'],,,,
0.0,79.0,53,['binconcepts'],,,,
0.0,82.0,51,['binconcepts'],,,,
0.0,84.0,139,['binconcepts'],,,,
0.0,86.0,30,['binconcepts'],,,,
0.0,87.0,21,['binconcepts'],,,,
0.0,88.0,38,['binconcepts'],,,,
0.0,89.0,82,['binconcepts'],,,,
0.0,91.0,22,['binconcepts'],,,,
0.0,92.0,16,['binconcepts'],,,,
0.0,93.0,54,['binconcepts'],,,,
0.0,97.0,142,['binconcepts'],,,,
0.0,101.0,108,['binconcepts'],,,,
0.0,104.0,33,['binconcepts'],,,,
0.0,105.0,21,['binconcepts'],,,,
0.0,107.0,109,['binconcepts'],,,,
0.0,108.0,34,['binconcepts'],,,,
0.0,109.0,221,['binconcepts'],,,,
0.0,110.0,34,['binconcepts'],,,,
0.0,114.0,42,['binconcepts'],,,,
0.0,115.0,11,['binconcepts'],,,,
0.0,117.0,31,['binconcepts'],,,,
0.0,123.0,40,['binconcepts'],,,,
0.0,124.0,173,['binconcepts'],,,,
0.0,126.0,112,['binconcepts'],,,,
0.0,127.0,34,['binconcepts'],,,,
0.0,130.0,62,['binconcepts'],,,,
0.0,133.0,14,['binconcepts'],,,,
0.0,134.0,17,['binconcepts'],,,,
0.0,135.0,33,['binconcepts'],,,,
0.0,136.0,25,['binconcepts'],,,,
0.0,137.0,128,['binconcepts'],,,,
0.0,138.0,115,['binconcepts'],,,,
0.0,139.0,39,['binconcepts'],,,,
0.0,141.0,190,['binconcepts'],,,,
0.0,144.0,47,['binconcepts'],,,,
0.0,146.0,60,['binconcepts'],,,,
0.0,149.0,42,['binconcepts'],,,,
0.0,150.0,39,['binconcepts'],,,,
0.0,151.0,21,['binconcepts'],,,,
0.0,152.0,50,['binconcepts'],,,,
0.0,153.0,25,['binconcepts'],,,,
0.0,155.0,57,['binconcepts'],,,,
0.0,158.0,52,['binconcepts'],,,,
0.0,159.0,16,['binconcepts'],,,,
0.0,160.0,17,['binconcepts'],,,,
0.0,164.0,28,['binconcepts'],,,,
0.0,167.0,121,['binconcepts'],,,,
0.0,168.0,135,['binconcepts'],,,,
0.0,169.0,33,['binconcepts'],,,,
0.0,170.0,58,['binconcepts'],,,,
0.0,174.0,24,['binconcepts'],,,,
0.0,177.0,28,['binconcepts'],,,,
0.0,178.0,136,['binconcepts'],,,,
0.0,181.0,317,['binconcepts'],,,,
0.0,183.0,33,['binconcepts'],,,,
0.0,184.0,16,['binconcepts'],,,,
0.0,188.0,43,['binconcepts'],,,,
0.0,189.0,40,['binconcepts'],,,,
0.0,191.0,211,['binconcepts'],,,,
0.0,193.0,37,['binconcepts'],,,,
0.0,196.0,54,['binconcepts'],,,,
0.0,197.0,59,['binconcepts'],,,,
0.0,198.0,20,['binconcepts'],,,,
0.0,199.0,15,['binconcepts'],,,,
0.0,200.0,58,['binconcepts'],,,,
0.0,202.0,34,['binconcepts'],,,,
0.0,205.0,24,['binconcepts'],,,,
0.0,209.0,300,['binconcepts'],,,,
0.0,210.0,15,['binconcepts'],,,,
0.0,211.0,11,['binconcepts'],,,,
0.0,213.0,120,['binconcepts'],,,,
0.0,214.0,14,['binconcepts'],,,,
0.0,215.0,18,['binconcepts'],,,,
0.0,217.0,30,['binconcepts'],,,,
0.0,218.0,32,['binconcepts'],,,,
0.0,219.0,41,['binconcepts'],,,,
0.0,220.0,18,['binconcepts'],,,,
0.0,224.0,49,['binconcepts'],,,,
0.0,225.0,14,['binconcepts'],,,,
0.0,226.0,20,['binconcepts'],,,,
0.0,227.0,227,['binconcepts'],,,,
0.0,229.0,36,['binconcepts'],,,,
0.0,230.0,16,['binconcepts'],,,,
0.0,231.0,63,['binconcepts'],,,,
0.0,233.0,16,['binconcepts'],,,,
0.0,234.0,35,['binconcepts'],,,,
0.0,235.0,30,['binconcepts'],,,,
0.0,236.0,70,['binconcepts'],,,,
0.0,237.0,24,['binconcepts'],,,,
0.0,239.0,63,['binconcepts'],,,,
0.0,242.0,28,['binconcepts'],,,,
0.0,243.0,25,['binconcepts'],,,,
0.0,244.0,129,['binconcepts'],,,,
1.0,0.0,69,['binconcepts'],,,,
1.0,1.0,139,['binconcepts'],,,,
1.0,2.0,24,['binconcepts'],,,,
1.0,3.0,60,['binconcepts'],,,,
1.0,4.0,23,['binconcepts'],,,,
1.0,5.0,47,['binconcepts'],,,,
1.0,8.0,56,['binconcepts'],,,,
1.0,9.0,74,['binconcepts'],,,,
1.0,13.0,39,['binconcepts'],,,,
1.0,19.0,153,['binconcepts'],,,,
1.0,20.0,21,['binconcepts'],,,,
1.0,21.0,42,['binconcepts'],,,,
1.0,22.0,69,['binconcepts'],,,,
1.0,26.0,135,['binconcepts'],,,,
1.0,29.0,36,['binconcepts'],,,,
1.0,30.0,122,['binconcepts'],,,,
1.0,31.0,147,['binconcepts'],,,,
1.0,40.0,27,['binconcepts'],,,,
1.0,41.0,104,['binconcepts'],,,,
1.0,42.0,24,['binconcepts'],,,,
1.0,46.0,283,['binconcepts'],,,,
1.0,49.0,39,['binconcepts'],,,,
1.0,52.0,37,['binconcepts'],,,,
1.0,57.0,75,['binconcepts'],,,,
1.0,60.0,31,['binconcepts'],,,,
1.0,61.0,130,['binconcepts'],,,,
1.0,62.0,27,['binconcepts'],,,,
1.0,65.0,185,['binconcepts'],,,,
1.0,66.0,15,['binconcepts'],,,,
1.0,67.0,56,['binconcepts'],,,,
1.0,68.0,98,['binconcepts'],,,,
1.0,71.0,23,['binconcepts'],,,,
1.0,77.0,47,['binconcepts'],,,,
1.0,80.0,50,['binconcepts'],,,,
1.0,81.0,54,['binconcepts'],,,,
1.0,83.0,54,['binconcepts'],,,,
1.0,85.0,113,['binconcepts'],,,,
1.0,90.0,86,['binconcepts'],,,,
1.0,94.0,522,['binconcepts'],,,,
1.0,95.0,156,['binconcepts'],,,,
1.0,96.0,68,['binconcepts'],,,,
1.0,98.0,42,['binconcepts'],,,,
1.0,99.0,102,['binconcepts'],,,,
1.0,100.0,56,['binconcepts'],,,,
1.0,102.0,216,['binconcepts'],,,,
1.0,103.0,29,['binconcepts'],,,,
1.0,106.0,109,['binconcepts'],,,,
1.0,111.0,41,['binconcepts'],,,,
1.0,112.0,25,['binconcepts'],,,,
1.0,113.0,24,['binconcepts'],,,,
1.0,116.0,54,['binconcepts'],,,,
1.0,118.0,75,['binconcepts'],,,,
1.0,119.0,148,['binconcepts'],,,,
1.0,120.0,35,['binconcepts'],,,,
1.0,121.0,28,['binconcepts'],,,,
1.0,122.0,33,['binconcepts'],,,,
1.0,125.0,32,['binconcepts'],,,,
1.0,128.0,112,['binconcepts'],,,,
1.0,129.0,35,['binconcepts'],,,,
1.0,131.0,66,['binconcepts'],,,,
1.0,132.0,20,['binconcepts'],,,,
1.0,140.0,87,['binconcepts'],,,,
1.0,142.0,27,['binconcepts'],,,,
1.0,143.0,25,['binconcepts'],,,,
1.0,145.0,39,['binconcepts'],,,,
1.0,147.0,121,['binconcepts'],,,,
1.0,148.0,75,['binconcepts'],,,,
1.0,154.0,213,['binconcepts'],,,,
1.0,156.0,72,['binconcepts'],,,,
1.0,157.0,263,['binconcepts'],,,,
1.0,161.0,51,['binconcepts'],,,,
1.0,162.0,88,['binconcepts'],,,,
1.0,163.0,76,['binconcepts'],,,,
1.0,165.0,40,['binconcepts'],,,,
1.0,166.0,420,['binconcepts'],,,,
1.0,171.0,60,['binconcepts'],,,,
1.0,172.0,38,['binconcepts'],,,,
1.0,173.0,31,['binconcepts'],,,,
1.0,175.0,58,['binconcepts'],,,,
1.0,176.0,43,['binconcepts'],,,,
1.0,179.0,97,['binconcepts'],,,,
1.0,180.0,37,['binconcepts'],,,,
1.0,182.0,16,['binconcepts'],,,,
1.0,185.0,115,['binconcepts'],,,,
1.0,186.0,40,['binconcepts'],,,,
1.0,187.0,55,['binconcepts'],,,,
1.0,190.0,27,['binconcepts'],,,,
1.0,192.0,138,['binconcepts'],,,,
1.0,194.0,155,['binconcepts'],,,,
1.0,195.0,97,['binconcepts'],,,,
1.0,201.0,145,['binconcepts'],,,,
1.0,203.0,61,['binconcepts'],,,,
1.0,204.0,156,['binconcepts'],,,,
1.0,206.0,23,['binconcepts'],,,,
1.0,207.0,57,['binconcepts'],,,,
1.0,208.0,43,['binconcepts'],,,,
1.0,212.0,608,['binconcepts'],,,,
1.0,216.0,208,['binconcepts'],,,,
1.0,221.0,120,['binconcepts'],,,,
1.0,222.0,128,['binconcepts'],,,,
1.0,223.0,125,['binconcepts'],,,,
1.0,228.0,53,['binconcepts'],,,,
1.0,232.0,65,['binconcepts'],,,,
1.0,238.0,39,['binconcepts'],,,,
1.0,240.0,45,['binconcepts'],,,,
1.0,241.0,81,['binconcepts'],,,,
1.0,245.0,29,['binconcepts'],,,,
1.0,246.0,25,['binconcepts'],,,,
1.0,247.0,60,['binconcepts'],,,,
1.0,248.0,127,['binconcepts'],,,,
,0.0,69,['year'],1st,,,
,12.0,106,['year'],1st,,,
,13.0,39,['year'],1st,,,
,14.0,127,['year'],1st,,,
,18.0,70,['year'],1st,,,
,23.0,24,['year'],1st,,,
,25.0,14,['year'],1st,,,
,27.0,107,['year'],1st,,,
,30.0,122,['year'],1st,,,
,32.0,21,['year'],1st,,,
,34.0,145,['year'],1st,,,
,35.0,53,['year'],1st,,,
,36.0,160,['year'],1st,,,
,38.0,151,['year'],1st,,,
,41.0,104,['year'],1st,,,
,42.0,24,['year'],1st,,,
,43.0,18,['year'],1st,,,
,45.0,30,['year'],1st,,,
,46.0,283,['year'],1st,,,
,48.0,181,['year'],1st,,,
,54.0,26,['year'],1st,,,
,56.0,34,['year'],1st,,,
,57.0,75,['year'],1st,,,
,65.0,185,['year'],1st,,,
,70.0,29,['year'],1st,,,
,73.0,22,['year'],1st,,,
,78.0,29,['year'],1st,,,
,79.0,53,['year'],1st,,,
,80.0,50,['year'],1st,,,
,82.0,51,['year'],1st,,,
,84.0,139,['year'],1st,,,
,87.0,21,['year'],1st,,,
,91.0,22,['year'],1st,,,
,93.0,54,['year'],1st,,,
,95.0,156,['year'],1st,,,
,96.0,68,['year'],1st,,,
,97.0,142,['year'],1st,,,
,102.0,216,['year'],1st,,,
,105.0,21,['year'],1st,,,
,106.0,109,['year'],1st,,,
,108.0,34,['year'],1st,,,
,110.0,34,['year'],1st,,,
,112.0,25,['year'],1st,,,
,114.0,42,['year'],1st,,,
,120.0,35,['year'],1st,,,
,122.0,33,['year'],1st,,,
,123.0,40,['year'],1st,,,
,124.0,173,['year'],1st,,,
,127.0,34,['year'],1st,,,
,128.0,112,['year'],1st,,,
,130.0,62,['year'],1st,,,
,137.0,128,['year'],1st,,,
,138.0,115,['year'],1st,,,
,139.0,39,['year'],1st,,,
,140.0,87,['year'],1st,,,
,141.0,190,['year'],1st,,,
,148.0,75,['year'],1st,,,
,155.0,57,['year'],1st,,,
,156.0,72,['year'],1st,,,
,159.0,16,['year'],1st,,,
,162.0,88,['year'],1st,,,
,172.0,38,['year'],1st,,,
,178.0,136,['year'],1st,,,
,182.0,16,['year'],1st,,,
,183.0,33,['year'],1st,,,
,184.0,16,['year'],1st,,,
,185.0,115,['year'],1st,,,
,186.0,40,['year'],1st,,,
,188.0,43,['year'],1st,,,
,193.0,37,['year'],1st,,,
,196.0,54,['year'],1st,,,
,197.0,59,['year'],1st,,,
,198.0,20,['year'],1st,,,
,199.0,15,['year'],1st,,,
,201.0,145,['year'],1st,,,
,204.0,156,['year'],1st,,,
,205.0,24,['year'],1st,,,
,206.0,23,['year'],1st,,,
,207.0,57,['year'],1st,,,
,209.0,300,['year'],1st,,,
,211.0,11,['year'],1st,,,
,213.0,120,['year'],1st,,,
,215.0,18,['year'],1st,,,
,220.0,18,['year'],1st,,,
,221.0,120,['year'],1st,,,
,229.0,36,['year'],1st,,,
,233.0,16,['year'],1st,,,
,236.0,70,['year'],1st,,,
,240.0,45,['year'],1st,,,
,241.0,81,['year'],1st,,,
,244.0,129,['year'],1st,,,
,247.0,60,['year'],1st,,,
,2.0,24,['year'],2nd,,,
,5.0,47,['year'],2nd,,,
,7.0,15,['year'],2nd,,,
,9.0,74,['year'],2nd,,,
,10.0,16,['year'],2nd,,,
,16.0,48,['year'],2nd,,,
,21.0,42,['year'],2nd,,,
,24.0,32,['year'],2nd,,,
,28.0,65,['year'],2nd,,,
,29.0,36,['year'],2nd,,,
,31.0,147,['year'],2nd,,,
,37.0,126,['year'],2nd,,,
,39.0,111,['year'],2nd,,,
,44.0,14,['year'],2nd,,,
,47.0,217,['year'],2nd,,,
,51.0,13,['year'],2nd,,,
,55.0,107,['year'],2nd,,,
,58.0,36,['year'],2nd,,,
,59.0,22,['year'],2nd,,,
,60.0,31,['year'],2nd,,,
,61.0,130,['year'],2nd,,,
,63.0,22,['year'],2nd,,,
,64.0,96,['year'],2nd,,,
,68.0,98,['year'],2nd,,,
,71.0,23,['year'],2nd,,,
,72.0,82,['year'],2nd,,,
,75.0,20,['year'],2nd,,,
,76.0,79,['year'],2nd,,,
,77.0,47,['year'],2nd,,,
,83.0,54,['year'],2nd,,,
,85.0,113,['year'],2nd,,,
,86.0,30,['year'],2nd,,,
,88.0,38,['year'],2nd,,,
,89.0,82,['year'],2nd,,,
,90.0,86,['year'],2nd,,,
,92.0,16,['year'],2nd,,,
,94.0,522,['year'],2nd,,,
,99.0,102,['year'],2nd,,,
,101.0,108,['year'],2nd,,,
,103.0,29,['year'],2nd,,,
,104.0,33,['year'],2nd,,,
,109.0,221,['year'],2nd,,,
,111.0,41,['year'],2nd,,,
,113.0,24,['year'],2nd,,,
,115.0,11,['year'],2nd,,,
,116.0,54,['year'],2nd,,,
,119.0,148,['year'],2nd,,,
,121.0,28,['year'],2nd,,,
,125.0,32,['year'],2nd,,,
,126.0,112,['year'],2nd,,,
,129.0,35,['year'],2nd,,,
,131.0,66,['year'],2nd,,,
,132.0,20,['year'],2nd,,,
,133.0,14,['year'],2nd,,,
,135.0,33,['year'],2nd,,,
,136.0,25,['year'],2nd,,,
,142.0,27,['year'],2nd,,,
,146.0,60,['year'],2nd,,,
,147.0,121,['year'],2nd,,,
,149.0,42,['year'],2nd,,,
,151.0,21,['year'],2nd,,,
,152.0,50,['year'],2nd,,,
,153.0,25,['year'],2nd,,,
,154.0,213,['year'],2nd,,,
,157.0,263,['year'],2nd,,,
,158.0,52,['year'],2nd,,,
,163.0,76,['year'],2nd,,,
,165.0,40,['year'],2nd,,,
,167.0,121,['year'],2nd,,,
,168.0,135,['year'],2nd,,,
,169.0,33,['year'],2nd,,,
,170.0,58,['year'],2nd,,,
,171.0,60,['year'],2nd,,,
,173.0,31,['year'],2nd,,,
,174.0,24,['year'],2nd,,,
,175.0,58,['year'],2nd,,,
,176.0,43,['year'],2nd,,,
,177.0,28,['year'],2nd,,,
,179.0,97,['year'],2nd,,,
,180.0,37,['year'],2nd,,,
,181.0,317,['year'],2nd,,,
,187.0,55,['year'],2nd,,,
,189.0,40,['year'],2nd,,,
,190.0,27,['year'],2nd,,,
,191.0,211,['year'],2nd,,,
,195.0,97,['year'],2nd,,,
,200.0,58,['year'],2nd,,,
,202.0,34,['year'],2nd,,,
,203.0,61,['year'],2nd,,,
,210.0,15,['year'],2nd,,,
,216.0,208,['year'],2nd,,,
,217.0,30,['year'],2nd,,,
,218.0,32,['year'],2nd,,,
,222.0,128,['year'],2nd,,,
,223.0,125,['year'],2nd,,,
,224.0,49,['year'],2nd,,,
,225.0,14,['year'],2nd,,,
,227.0,227,['year'],2nd,,,
,228.0,53,['year'],2nd,,,
,230.0,16,['year'],2nd,,,
,231.0,63,['year'],2nd,,,
,232.0,65,['year'],2nd,,,
,234.0,35,['year'],2nd,,,
,235.0,30,['year'],2nd,,,
,237.0,24,['year'],2nd,,,
,242.0,28,['year'],2nd,,,
,243.0,25,['year'],2nd,,,
,246.0,25,['year'],2nd,,,
,1.0,139,['year'],3rd,,,
,3.0,60,['year'],3rd,,,
,4.0,23,['year'],3rd,,,
,6.0,74,['year'],3rd,,,
,8.0,56,['year'],3rd,,,
,11.0,105,['year'],3rd,,,
,15.0,32,['year'],3rd,,,
,17.0,14,['year'],3rd,,,
,19.0,153,['year'],3rd,,,
,20.0,21,['year'],3rd,,,
,22.0,69,['year'],3rd,,,
,26.0,135,['year'],3rd,,,
,33.0,132,['year'],3rd,,,
,40.0,27,['year'],3rd,,,
,49.0,39,['year'],3rd,,,
,50.0,18,['year'],3rd,,,
,52.0,37,['year'],3rd,,,
,53.0,106,['year'],3rd,,,
,62.0,27,['year'],3rd,,,
,66.0,15,['year'],3rd,,,
,67.0,56,['year'],3rd,,,
,69.0,67,['year'],3rd,,,
,74.0,59,['year'],3rd,,,
,81.0,54,['year'],3rd,,,
,98.0,42,['year'],3rd,,,
,100.0,56,['year'],3rd,,,
,107.0,109,['year'],3rd,,,
,117.0,31,['year'],3rd,,,
,118.0,75,['year'],3rd,,,
,134.0,17,['year'],3rd,,,
,143.0,25,['year'],3rd,,,
,144.0,47,['year'],3rd,,,
,145.0,39,['year'],3rd,,,
,150.0,39,['year'],3rd,,,
,160.0,17,['year'],3rd,,,
,161.0,51,['year'],3rd,,,
,164.0,28,['year'],3rd,,,
,166.0,420,['year'],3rd,,,
,192.0,138,['year'],3rd,,,
,194.0,155,['year'],3rd,,,
,208.0,43,['year'],3rd,,,
,212.0,608,['year'],3rd,,,
,214.0,14,['year'],3rd,,,
,219.0,41,['year'],3rd,,,
,226.0,20,['year'],3rd,,,
,238.0,39,['year'],3rd,,,
,239.0,63,['year'],3rd,,,
,245.0,29,['year'],3rd,,,
,248.0,127,['year'],3rd,,,
,9.0,74,['field'],,Biology,,
,10.0,16,['field'],,Biology,,
,28.0,65,['field'],,Biology,,
,44.0,14,['field'],,Biology,,
,60.0,31,['field'],,Biology,,
,63.0,22,['field'],,Biology,,
,64.0,96,['field'],,Biology,,
,68.0,98,['field'],,Biology,,
,72.0,82,['field'],,Biology,,
,73.0,22,['field'],,Biology,,
,79.0,53,['field'],,Biology,,
,85.0,113,['field'],,Biology,,
,88.0,38,['field'],,Biology,,
,92.0,16,['field'],,Biology,,
,113.0,24,['field'],,Biology,,
,133.0,14,['field'],,Biology,,
,135.0,33,['field'],,Biology,,
,141.0,190,['field'],,Biology,,
,142.0,27,['field'],,Biology,,
,198.0,20,['field'],,Biology,,
,202.0,34,['field'],,Biology,,
,209.0,300,['field'],,Biology,,
,223.0,125,['field'],,Biology,,
,227.0,227,['field'],,Biology,,
,235.0,30,['field'],,Biology,,
,0.0,69,['field'],,Chemistry,,
,2.0,24,['field'],,Chemistry,,
,4.0,23,['field'],,Chemistry,,
,5.0,47,['field'],,Chemistry,,
,7.0,15,['field'],,Chemistry,,
,11.0,105,['field'],,Chemistry,,
,12.0,106,['field'],,Chemistry,,
,13.0,39,['field'],,Chemistry,,
,14.0,127,['field'],,Chemistry,,
,16.0,48,['field'],,Chemistry,,
,17.0,14,['field'],,Chemistry,,
,20.0,21,['field'],,Chemistry,,
,21.0,42,['field'],,Chemistry,,
,23.0,24,['field'],,Chemistry,,
,24.0,32,['field'],,Chemistry,,
,25.0,14,['field'],,Chemistry,,
,27.0,107,['field'],,Chemistry,,
,29.0,36,['field'],,Chemistry,,
,30.0,122,['field'],,Chemistry,,
,31.0,147,['field'],,Chemistry,,
,32.0,21,['field'],,Chemistry,,
,36.0,160,['field'],,Chemistry,,
,39.0,111,['field'],,Chemistry,,
,40.0,27,['field'],,Chemistry,,
,42.0,24,['field'],,Chemistry,,
,43.0,18,['field'],,Chemistry,,
,46.0,283,['field'],,Chemistry,,
,47.0,217,['field'],,Chemistry,,
,48.0,181,['field'],,Chemistry,,
,49.0,39,['field'],,Chemistry,,
,50.0,18,['field'],,Chemistry,,
,51.0,13,['field'],,Chemistry,,
,52.0,37,['field'],,Chemistry,,
,53.0,106,['field'],,Chemistry,,
,54.0,26,['field'],,Chemistry,,
,55.0,107,['field'],,Chemistry,,
,56.0,34,['field'],,Chemistry,,
,57.0,75,['field'],,Chemistry,,
,58.0,36,['field'],,Chemistry,,
,59.0,22,['field'],,Chemistry,,
,67.0,56,['field'],,Chemistry,,
,70.0,29,['field'],,Chemistry,,
,71.0,23,['field'],,Chemistry,,
,75.0,20,['field'],,Chemistry,,
,77.0,47,['field'],,Chemistry,,
,78.0,29,['field'],,Chemistry,,
,81.0,54,['field'],,Chemistry,,
,83.0,54,['field'],,Chemistry,,
,84.0,139,['field'],,Chemistry,,
,86.0,30,['field'],,Chemistry,,
,89.0,82,['field'],,Chemistry,,
,90.0,86,['field'],,Chemistry,,
,94.0,522,['field'],,Chemistry,,
,95.0,156,['field'],,Chemistry,,
,96.0,68,['field'],,Chemistry,,
,98.0,42,['field'],,Chemistry,,
,99.0,102,['field'],,Chemistry,,
,100.0,56,['field'],,Chemistry,,
,102.0,216,['field'],,Chemistry,,
,103.0,29,['field'],,Chemistry,,
,104.0,33,['field'],,Chemistry,,
,105.0,21,['field'],,Chemistry,,
,106.0,109,['field'],,Chemistry,,
